deprecation_reason,description,forks,homepage,keywords,language,latest_download_url,latest_stable_release_number,latest_stable_release_published_at,license_normalized,licenses,name,normalized_licenses,package_manager_url,platform,rank,repository_url,stars,status
None,Repository moved to gitlab,0,https://github.com/fabnumdef/e-chauffeur_lib-vue#readme,[],JavaScript,https://registry.npmjs.org/@fabnumdef/e-chauffeur_lib-vue/-/@fabnumdef/e-chauffeur_lib-vue-0.1.9.tgz,0.1.9,2021-04-14T20:18:03.965Z,False,,@fabnumdef/e-chauffeur_lib-vue,['AGPL-3.0'],https://www.npmjs.com/package/@fabnumdef/e-chauffeur_lib-vue,NPM,7,https://github.com/fabnumdef/e-chauffeur_lib-vue,0,None
None,Bulletins is a simple weekly retrospective tool for multiple projects or teams,3,https://bulletins.eig-forever.org,"['laravel', 'reporting', 'reports', 'archive', 'bulletin', 'project-management', 'retrospective', 'standup', 'bulletins', 'eig-2019', 'eig-link', 'entrepreneur-interet-general']",PHP,None,0.7.0,2020-05-02T11:49:12.000Z,False,AGPL-3.0,entrepreneur-interet-general/bulletins,['AGPL-3.0'],https://packagist.org/packages/entrepreneur-interet-general/bulletins#,Packagist,8,https://github.com/entrepreneur-interet-general/bulletins,12,None
None,This package is a part of Ilos framework.,0,https://github.com/betagouv/ilos#readme,"['node', 'typescript', 'microservice']",TypeScript,https://registry.npmjs.org/@ilos/core/-/@ilos/core-0.3.3.tgz,0.3.3,2019-07-26T14:02:13.544Z,False,Apache-2.0,@ilos/core,['Apache-2.0'],https://www.npmjs.com/package/@ilos/core,NPM,9,https://github.com/betagouv/ilos,5,None
None,Parser for the OSPF version 2 protocol,0,https://github.com/rusticata/ospf-parser,"['protocol', 'nom', 'ospf', 'routing', 'parser']",Rust,https://crates.io/api/v1/crates/ospf-parser/0.5.0/download,0.5.0,2021-09-13T11:41:09.201Z,True,MIT/Apache-2.0,ospf-parser,"['MIT', 'Apache-2.0']",https://crates.io/crates/ospf-parser/,Cargo,8,https://github.com/rusticata/ospf-parser,2,None
None,Python lib of tools for Flask and SQLAlchemy (extension geometry),0,https://github.com/PnX-SI/Utils-Flask-SQLAlchemy-Geo,['ww'],Python,None,0.1.3,2021-01-27T13:35:42.000Z,True,GNU Affero General Public License v3,utils-flask-sqlalchemy-geo,['AGPL-3.0'],https://pypi.org/project/utils-flask-sqlalchemy-geo/,Pypi,8,https://github.com/PnX-SI/Utils-Flask-SQLAlchemy-Geo,0,None
None,YouCKAN auth for uData,3,https://github.com/etalab/udata-youckan,"['u', 'd', 'a', 't', 'y', 'o', 'c', 'k', 'n', 's', 'p', 'l', 'g', 'i', 'oauth2', 'python', 'sso', 'udata', 'udata-youckan', 'youckan']",Python,None,1.0.0,2017-02-16T00:01:25.000Z,True,AGPL,udata-youckan,['Other'],https://pypi.org/project/udata-youckan/,Pypi,7,https://github.com/etalab/udata-youckan,1,None
None,PowerAPI is a middleware toolkit for building software-defined power meters.,16,http://powerapi.org,"['energy', 'powerapi', 'power', 'meter', 'inria', 'power-meter', 'python', 'spirals']",Python,None,1.0.1,2021-09-29T13:12:28.000Z,True,BSD 3-Clause License,powerapi,['BSD-1-Clause'],https://pypi.org/project/powerapi/,Pypi,12,https://github.com/powerapi-ng/powerapi,50,None
None,a library to measure the python energy consumption of python code,0,,"['energy', 'code', 'energy-consumption', 'measure', 'python']",Python,None,0.2.3,2019-10-24T14:43:26.000Z,True,MIT License,pyRAPL,['MIT'],https://pypi.org/project/pyRAPL/,Pypi,7,https://github.com/powerapi-ng/pyRAPL,4,None
None,Patients stratification with Graph-regularized Non-negative Matrix Factorization (GNMF) in Python.,18,https://github.com/GHFC/StratiPy,"['bioinformatics', 'graph', 'network', 'stratification', 'genomics', 'nmf', 'ppi', 'python']",Jupyter Notebook,None,0.7.2,2017-12-05T10:29:36.000Z,True,BSD,stratipy,['BSD-3-Clause'],https://pypi.org/project/stratipy/,Pypi,8,https://github.com/GHFC/StratiPy,36,None
None,Express module to query a FastCGI authorization server,0,https://github.com/LemonLDAPNG/node-fastcgi-authz-client#readme,"['FastCGI', 'Lemonldap::NG', 'SSOaaS', 'SSO', 'expressjs', 'lemonldap-ng', 'nodejs', 'sso-client']",JavaScript,https://registry.npmjs.org/fastcgi-authz-client/-/fastcgi-authz-client-0.1.1.tgz,0.1.1,2018-05-29T14:13:40.304Z,True,GPL-2.0-or-later,fastcgi-authz-client,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/fastcgi-authz-client,NPM,7,https://github.com/LemonLDAPNG/node-fastcgi-authz-client,1,None
None,Parser for the RADIUS protocol,1,https://github.com/rusticata/radius-parser,"['nom', 'parser', 'radius']",Rust,https://crates.io/api/v1/crates/radius-parser/0.5.0/download,0.5.0,2021-09-13T11:47:42.570Z,True,MIT/Apache-2.0,radius-parser,"['MIT', 'Apache-2.0']",https://crates.io/crates/radius-parser/,Cargo,9,https://github.com/rusticata/radius-parser,14,None
None,A lib for fetching normalized data in a redux store through sagas.,0,https://github.com/betagouv/redux-saga-data#readme,"['redux', 'request', 'data', 'normalizer', 'redux-saga', 'saga']",JavaScript,https://registry.npmjs.org/redux-saga-data/-/redux-saga-data-3.3.0.tgz,3.3.0,2019-12-19T15:11:52.321Z,False,MPL-2.0,redux-saga-data,['MPL-2.0'],https://www.npmjs.com/package/redux-saga-data,NPM,13,https://github.com/betagouv/redux-saga-data,7,None
None,The client-side scraping companion.,86,https://github.com/medialab/artoo,"['datamining', 'scraping', 'webscraper']",JavaScript,https://registry.npmjs.org/artoo-js/-/artoo-js-0.4.4.tgz,0.4.4,2020-12-18T09:21:13.206Z,False,MIT,artoo-js,['MIT'],https://www.npmjs.com/package/artoo-js,NPM,15,https://github.com/medialab/artoo,1024,None
None,io,2,https://github.com/ISCPIF/freedsl,"['effects', 'free-monad', 'functional-programming', 'modularity', 'monad', 'monad-transformers', 'pure', 'scala']",Scala,https://repo1.maven.org/maven2/fr/iscpif/freedsl/io_2.12/0.26/io_2.12-0.26.jar,None,None,True,LGPL,fr.iscpif.freedsl:io_2.12,['Other'],https://repo1.maven.org/maven2/fr/iscpif/freedsl/io_2.12,Maven,7,https://github.com/ISCPIF/freedsl,34,None
None,This package is a part of Ilos framework.,0,https://github.com/betagouv/ilos#readme,"['node', 'typescript', 'microservice']",TypeScript,https://registry.npmjs.org/@ilos/connection-manager/-/@ilos/connection-manager-0.3.1.tgz,0.3.1,2019-07-26T14:02:18.734Z,False,Apache-2.0,@ilos/connection-manager,['Apache-2.0'],https://www.npmjs.com/package/@ilos/connection-manager,NPM,9,https://github.com/betagouv/ilos,5,None
None,MongoDb extension of the core component.,12,https://neoemf.atlanmod.org,"['eclipse-plugin', 'emf', 'large-models', 'persistence']",Java,https://repo1.maven.org/maven2/org/atlanmod/neoemf/neoemf-data-mongodb/2.0.1/neoemf-data-mongodb-2.0.1.jar,2.0.1,2020-10-12T10:45:48.000Z,True,Eclipse Public License v2.0,org.atlanmod.neoemf:neoemf-data-mongodb,['EPL-2.0'],https://repo1.maven.org/maven2/org/atlanmod/neoemf/neoemf-data-mongodb,Maven,10,https://github.com/atlanmod/NeoEMF,36,None
None,A tool to manage plugins,1,https://github.com/unistra/excalibur,"['plugins', 'yaml', 'parser']",Python,None,1.0.9,2017-07-13T08:51:54.000Z,True,PSF,excalibur,['Python-2.0'],https://pypi.org/project/excalibur/,Pypi,8,https://github.com/unistra/excalibur,3,None
None,CKAN integration in geOrchestra,1,https://github.com/georchestra/ckanext-georchestra,"['CKAN', 'georchestra', 'sso', 'header', 'LDAP']",Python,None,0.2.1,2020-09-10T09:51:36.000Z,True,AGPL,ckanext-georchestra,['Other'],https://pypi.org/project/ckanext-georchestra/,Pypi,8,https://github.com/georchestra/ckanext-georchestra,1,None
None,Keycloak theme generator for Reacts app,17,https://github.com/garronej/keycloakify,"['bluehats', 'keycloak', 'react', 'theme', 'FreeMarker', 'ftl', 'login', 'register']",TypeScript,https://registry.npmjs.org/keycloakify/-/keycloakify-3.0.2.tgz,3.0.2,2021-10-18T12:56:58.934Z,False,MIT,keycloakify,['MIT'],https://www.npmjs.com/package/keycloakify,NPM,12,https://github.com/garronej/keycloakify,207,None
None, Parent project for database implementations of the core component. ,12,https://neoemf.atlanmod.org,"['eclipse-plugin', 'emf', 'large-models', 'persistence']",Java,https://repo1.maven.org/maven2/org/atlanmod/neoemf/neoemf-data/2.0.1/neoemf-data-2.0.1.jar,2.0.1,2020-10-12T10:45:12.000Z,True,Eclipse Public License v2.0,org.atlanmod.neoemf:neoemf-data,['EPL-2.0'],https://repo1.maven.org/maven2/org/atlanmod/neoemf/neoemf-data,Maven,10,https://github.com/atlanmod/NeoEMF,36,None
None,Utilities for the Python SPORE client called Britney,0,https://github.com/unistra/britney-utils,"['SPORE', 'REST', 'Api', 'client', 'britney']",Python,None,0.1.2,2013-12-06T09:55:21.000Z,True,PSF,britney-utils,['Python-2.0'],https://pypi.org/project/britney-utils/,Pypi,6,https://github.com/unistra/britney-utils,1,None
None,"Provide web-services to send SMS. It acts as a broker to real brokers (eg: smsenvoi.com). It also handles quota per application, and statistics.",3,http://www.esup-portail.org/display/PROJSMSU/ESUP-SMS-U,[],Java,https://repo1.maven.org/maven2/org/esup-portail/esup-smsu-api/3.1.0/esup-smsu-api-3.1.0.jar,3.1.0,2017-11-13T00:00:00.000Z,True,"The Apache Software License, Version 2.0",org.esup-portail:esup-smsu-api,"['Apache-2.0', 'libpng-2.0']",https://repo1.maven.org/maven2/org/esup-portail/esup-smsu-api,Maven,7,https://github.com/EsupPortail/esup-smsu-api,1,None
None,Croquemort linkchecker,6,https://github.com/opendatateam/croquemort,"['linkchecker', 'croquemort']",Python,None,2.1.0,2019-05-07T10:08:35.000Z,False,MIT,croquemort,['MIT'],https://pypi.org/project/croquemort/,Pypi,10,https://github.com/opendatateam/croquemort,27,None
None,Metadata enriched HTML5 video player,37,http://ina-foss.github.io/amalia.js,"['javascript', 'library', 'annotation', 'metadata', 'amalia.js', 'player', 'html5']",JavaScript,None,1.3.2,2016-06-21T07:32:49.000Z,True,GPL-V3,amalia.js,['GPL-3.0'],None,Bower,10,https://github.com/ina-foss/amalia.js.git,180,None
None,js module and standalone app for displaying quinoa data stories,0,https://github.com/medialab/quinoa-story-player#readme,[],JavaScript,https://registry.npmjs.org/quinoa-story-player/-/quinoa-story-player-0.6.3.tgz,0.6.3,2020-09-01T13:49:24.220Z,False,MIT,quinoa-story-player,['MIT'],https://www.npmjs.com/package/quinoa-story-player,NPM,6,https://github.com/medialab/quinoa-story-player,0,None
None,An instant JSON API for your CSV,1,https://github.com/opendatateam/csvapi,[],Python,None,1.2.1,2021-04-29T14:03:24.000Z,False,MIT,csvapi,['MIT'],https://pypi.org/project/csvapi/,Pypi,10,https://github.com/opendatateam/csvapi,19,None
None,This library provides a model to navigate through Chouette database.,0,http://github.com/afimb/ninoxe,[],Ruby,https://rubygems.org/downloads/ninoxe-1.2.3.gem,1.2.3,2015-10-30T16:55:50.715Z,False,,ninoxe,['MIT'],https://rubygems.org/gems/ninoxe,Rubygems,9,https://github.com/afimb/ninoxe,2,None
None,Tunisia specific model for OpenFisca -- a versatile microsimulation free software,8,https://github.com/openfisca/openfisca-tunisia,"['benefit', 'microsimulation', 'social', 'tax', 'tunisia']",Python,None,0.33.1,2021-08-24T13:17:55.000Z,True,http://www.fsf.org/licensing/licenses/agpl-3.0.html,OpenFisca-Tunisia,['Other'],https://pypi.org/project/OpenFisca-Tunisia/,Pypi,10,https://github.com/openfisca/openfisca-tunisia,14,None
None,Blazing fast parser for EDIGEO files,1,https://github.com/etalab/edigeo-parser#readme,[],JavaScript,https://registry.npmjs.org/edigeo-parser/-/edigeo-parser-0.1.0.tgz,0.1.0,2018-01-02T21:43:43.121Z,False,MIT,edigeo-parser,['MIT'],https://www.npmjs.com/package/edigeo-parser,NPM,7,https://github.com/etalab/edigeo-parser,4,None
None,powerspy-core,1,https://github.com/Spirals-Team/powerspy.scala,[],Scala,https://repo1.maven.org/maven2/fr/inria/powerspy/powerspy-core_2.12/1.2/powerspy-core_2.12-1.2.jar,1.0.1,2014-12-30T12:58:13.000Z,False,AGPL-3.0,fr.inria.powerspy:powerspy-core_2.12,['AGPL-3.0'],https://repo1.maven.org/maven2/fr/inria/powerspy/powerspy-core_2.12,Maven,5,https://github.com/Spirals-Team/powerspy.scala,3,None
None,"Blueprints extension of the core component, using Neo4j.",12,https://neoemf.atlanmod.org,"['eclipse-plugin', 'emf', 'large-models', 'persistence']",Java,https://repo1.maven.org/maven2/org/atlanmod/neoemf/neoemf-data-blueprints-neo4j/2.0.1/neoemf-data-blueprints-neo4j-2.0.1.jar,2.0.1,2020-10-12T10:45:20.000Z,True,Eclipse Public License v2.0,org.atlanmod.neoemf:neoemf-data-blueprints-neo4j,['EPL-2.0'],https://repo1.maven.org/maven2/org/atlanmod/neoemf/neoemf-data-blueprints-neo4j,Maven,10,https://github.com/atlanmod/NeoEMF,36,None
None,DGAC NM B2B Soap client,2,https://github.com/DGAC/nmb2b-client-js,"['nodejs', 'b2b', 'eurocontrol']",TypeScript,https://registry.npmjs.org/@dgac/nmb2b-client/-/@dgac/nmb2b-client-0.4.5.tgz,0.4.5,2020-12-09T08:41:26.384Z,False,MIT,@dgac/nmb2b-client,['MIT'],https://www.npmjs.com/package/@dgac/nmb2b-client,NPM,8,https://github.com/DGAC/nmb2b-client-js,6,None
None,WebJar for @gip-recia/menu-cantine,0,http://webjars.org,[],Vue,https://repo1.maven.org/maven2/org/webjars/npm/gip-recia__menu-cantine/0.1.11/gip-recia__menu-cantine-0.1.11.jar,0.1.11,2019-11-08T00:00:00.000Z,False,Apache-2.0,org.webjars.npm:gip-recia__menu-cantine,['Apache-2.0'],https://repo1.maven.org/maven2/org/webjars/npm/gip-recia__menu-cantine,Maven,7,https://github.com/GIP-RECIA/menu-cantine-ui,0,None
None,JavaScript engine for the [Validation and Transformation Language](https://sdmx.org/?page_id=5096),4,,"['antlr', 'control', 'parsing', 'validation', 'vtl']",JavaScript,https://registry.npmjs.org/@inseefr/trevas/-/@inseefr/trevas-0.1.9.tgz,0.1.9,2021-09-14T08:35:06.859Z,False,MIT,@inseefr/trevas,['MIT'],https://www.npmjs.com/package/@inseefr/trevas,NPM,9,https://github.com/InseeFr/Trevas-JS,4,None
